OBJECTID,fpbFtrID,fpbLong,fpbLat,fpbSiteID,fpbRevDt,fpbOFtrID,fpbONm,fpbOSiteID,fpbLocMd,fpbLocAccu,fpbLocDt,fpbFtrTy,fpbFtrNm,fpbRmvDt,fpbMltFtr,fpbFPasSta,fpbStaEvDt,fpbStaEvMd,fpbFySta,fpbFyCrit,fpbCrdDesc,Permanent_Identifier,ReachCode,Measure,EventDate,ReachSMDate,ReachResolution,fpbStrNm,fpbRdID,fpbRdMile,fpbRdNm,fpbLocONm,fpbFtrSTy,fpbFtrNmSr,fpbHeight,fpbLength,fpbWidth,fpbSlope,fpbDrop,fpbOrYr,fpbModDt,fpbModTy,fpbModDesc,fpbDesONm,fpbOwn,fpbLOwn,fpbOperate,fpbFyOwn,fpbOwnTy,fpbLOwnTy,fpbOwnONm,fpbFyTy,fpbFySTy,fpbFyOrYr,fpbFPasONm,fpbLocMdD,fpbFtrTyD,fpbFtrSTyD,fpbEvMdFAD,fpbEvMdPAD,fpbFyTyD,fpbOwnTyD,fpbLOwnTyD,fpbComment,fpbStrID,fpbStrMeas,OWEB_status,OWEB_userid,GlobalID,PriorityGroup
9695,18141,-123.5813621,44.55966016,18123,20100701,OR00294,OWRD,OR00294,DigDerive,200,20090000,Dam,Thompson Reservoir (Benton),,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{CBFDD9B5-9DB3-4840-B737-3A0FCCB34CD0},17090003002792,98.546,2015-07-10T13:01:44.000,2012-02-23T00:00:00.000,2,Bark Creek,,,,same,DamPermanent,other,41,,450,,,1956,,,,same,Eric Thompson,,,,Private,,same,Unknown,,,same,,,,,,,,,,1235898445934,5.105,,,{44B2E361-803E-46B5-937A-8CF167573AE2},
9696,18142,-122.6977183,42.47840214,18124,20100701,OR00295,OWRD,OR00295,DigDerive,200,20090000,Dam,Woolfolk Reservoir,,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{A966B893-FB6C-4A9F-9610-B24E1E0F6FB6},17100307000898,94.522,2015-07-10T13:01:44.000,2012-02-25T00:00:00.000,2,School House Creek,,,,same,DamPermanent,other,47,,1180,,,1955,,,,same,Ira V. Woolfolk,,,,Private,,same,Unknown,,,same,,,,,,,,,,1227096424673,1.872,,,{FA70A0EE-4710-4564-9791-700A48D0CFCA},
9697,18143,-123.0972214,45.57649993,18125,20100701,OR00297,OWRD,OR00297,DigDerive,200,20090000,Dam,Vandehey Reservoir,,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{89761775-DFF7-4A4C-AF7D-B715CF44764B},17090010000340,10.044,2015-07-10T13:01:44.000,2012-02-23T00:00:00.000,2,West Dairy Creek,,,,same,DamPermanent,other,10,,37,,,1954,,,,same,"Louis Spiering, Edward Vanderzanden",,,,Private,,same,Unknown,,,same,,,,,,,,,,1230940455762,0.305,,,{E522AB1B-15EE-4B4B-B7A1-D1004A53B47A},
9698,18144,-121.8457612,45.46038471,18126,20100701,OR00300,OWRD,OR00300,DigDerive,200,20090000,Dam,Bull Run Lake Dam,,no,Blocked,20060227,OtherPartialAssess,Unknown,,Approximate location of dam structure,{EAD6A97C-F8C3-4D1E-A70C-1622A4F5DAEB},17080001000040,1.638,2015-07-10T13:00:11.000,2012-02-22T00:00:00.000,2,Bull Run River,,,,same,DamPermanent,other,55,,150,,,1965,,,,same,City of Portland,,,,City,,same,Unknown,,,ODFW,,,,,,,,,,1222471454463,40.998,,,{3553A1EB-73AF-473D-809D-E5C1E8AC5482},
9699,18145,-123.3131296,44.56296642,18127,20100701,OR00301,OWRD,OR00301,DigDerive,200,20090000,Dam,Larson Lumber Log Pond,,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{57FEFF10-CB89-4F0F-A747-39BECF6FA381},17090003010976,4.065,2015-07-10T13:00:11.000,2012-02-23T00:00:00.000,2,Squaw Creek,,,,same,DamPermanent,other,17,,7300,,,1957,,,,same,Neal L. Peterson,,,,Private,,same,Unknown,,,same,,,,,,,,,,1232793445528,3.916,,,{DD0D6FD9-B1B6-49EE-9C1E-7E9EC525F3D6},
9700,18146,-122.8098907,42.54249954,18128,20100701,OR00304,OWRD,OR00304,DigDerive,200,20090000,Dam,Hammel No. 2,,no,Blocked,0,OtherPartialAssess,Unknown,,Approximate location of dam structure,{1A9C2CC0-7D02-4A5B-9805-74F7D13C53C9},17100307000010,2.447,2015-07-10T13:00:11.000,2012-12-06T10:59:25.000,2,Murderers Gulch,,,,same,DamPermanent,other,20,,600,,,1957,,,,same,David Freel,,,,Private,,same,Unknown,,,ODFW,,,,,,,,,,1228116425378,0.788,,,{07FB3660-FD6E-47C5-8564-2BDBFD7B7329},
9701,18147,-117.3179343,42.79592839,18129,20100701,OR00019,OWRD,OR00019,DigDerive,200,20090000,Dam,Somerville Reservoir,,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{F1E6BDDF-4328-4016-8361-199B03967A08},17050107000492,96.78,2015-07-10T13:00:11.000,2012-02-21T00:00:00.000,2,Spring Creek,,,,same,DamPermanent,other,30,,250,,,1912,,,,same,2003 Raine Revocable Trust,,,,Private,,same,Unknown,,,same,,,,,,,,,,1173091427613,5.541,,,{212446C7-C4C7-41D9-9BFF-F6903627C3CB},
9702,18148,-118.0879393,44.46498367,18130,20190927,OR00020,USBLM-OR-Vale,OR00020,DigDerive,200,20090000,Dam,Camp Creek Reservoir (Baker),,no,Blocked,20120120,OtherPartialAssess,Unknown,,Approximate location of dam structure,{540F8475-DBA4-4182-B494-6A4CFEF9F7CD},17050202000277,97.688,2019-09-30T13:40:17.000,2012-02-21T00:00:00.000,2,Camp Creek & Bull Run Creek,,,,same,DamPermanent,other,45,,380,,,1932,,,,same,U.S. Bureau of Land Management,,,,Private,,same,Unknown,,,same,,,,,,,,,Higgins Reservoir (not Camp Cr Reservoir).  No fishway,1181103444227,4.964,,,{D5D9D056-5788-4E63-956C-EE2D769B1365},Group 15
9703,18149,-122.2437496,42.45540695,18131,20100701,OR00022,OWRD,OR00022,DigDerive,200,20090000,Dam,Fourmile Lake Dam (USBR),,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{28063137-06BE-4197-B290-489E232310D3},18010203003106,99.272,2015-07-10T13:00:11.000,2012-02-27T00:00:00.000,2,Fourmile Creek,,,,same,DamPermanent,other,45,,1600,,,1916,,,,same,U.S. Bureau of Reclamation,,,,Federal,,same,Unknown,,,same,,,,,,,,,,1220044424590,25.128,,,{054E97F8-7C91-4FB6-969C-463E10DDCB0C},
9704,18150,-123.0001803,42.31948096,18132,20100701,OR00023,OWRD,OR00023,DigDerive,200,20090000,Dam,Jacksonville Reservoir,,no,Blocked,20050000,OtherPartialAssess,None,,Approximate location of dam structure,{7068F1C5-1462-4AD0-AB15-E57E8556E539},17100308003064,18.413,2015-07-10T13:00:11.000,2012-02-20T00:00:00.000,2,Jackson Creek,,,,same,DamPermanent,other,40,,345,,,1912,,,,same,City of Jacksonville,,,,City,,same,Unknown,,,RBFAT,,,,,,,,,,1229416424128,16.271,,,{545407B7-B112-4F7B-A99F-02DE1138ABD9},
9705,18151,-118.243162,44.44266395,18133,20120405,OR00024,OWRD,OR00024,DigDerive,200,20090000,Dam,Whited Reservoir (Baker),,no,Blocked,20120120,OtherPartialAssess,None,,Approximate location of dam structure,{8C5B4C7D-E3A7-41A1-AAD7-1FE4960100D9},17050202000250,75.691,2019-09-30T13:40:17.000,2012-02-21T00:00:00.000,2,South Fork Burnt River,,,,same,DamPermanent,other,45,,400,,,1921,,,,same,Kenneth Brush/Denis Fast/Kenneth Taylor,,,,Private,,same,Unknown,,,same,,,,,,,,,,1181903445029,9.612,,,{E89DA6A4-F6F4-465C-9F9D-737366859236},Group 15
9706,18152,-118.5511703,43.7731018,18134,20100701,OR00028,OWRD,OR00028,DigDerive,200,20090000,Dam,Van Derveer Dam,,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{A2642E22-7238-4306-9C3E-393DE6AFF90A},17050116000843,98.953,2015-07-10T13:00:11.000,2012-07-20T00:00:00.000,2,Dry Creek,,,,same,DamPermanent,other,45,,164,,,1920,,,,same,Donald Dryer,,,,Private,,same,Unknown,,,same,,,,,,,,,,1185767437885,3.594,,,{5E994FC1-4041-4552-BB15-B410AF35FFB4},
9707,18153,-120.9722977,44.72661972,18135,20100701,OR00029,OWRD,OR00029,DigDerive,200,20090000,Dam,Lyle Reservoir,,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{DE1552D8-B94C-464B-92A9-BA3A6EDFEEF1},17070307000511,2.528,2015-07-10T13:00:11.000,2012-02-22T00:00:00.000,2,Wilson Creek,,,,same,DamPermanent,other,12,,740,,,1911,,,,same,R. Dunsmore,,,,Private,,same,Unknown,,,same,,,,,,,,,,1209715447268,0.062,,,{63308B80-EEAD-4ACC-9271-47D317C772C0},
9708,18154,-122.4779968,42.12928009,18136,20100701,OR00031,OWRD,OR00031,DigDerive,200,20090000,Dam,Keene Creek Diversion,,no,Unknown,0,NA,NoneConflict,,Approximate location of dam structure,{91948C5F-242C-43D1-894E-F39017C93950},18010206000604,96.873,2015-07-10T13:00:11.000,2012-02-21T00:00:00.000,2,Keene Creek,,,,same,DamPermanent,other,67,,558,,,1959,,,,same,U.S. Bureau of Reclamation,,,,Federal,,same,,,,ODFW,,,,,,,,,,1223681420918,11.894,,,{F6829209-587D-4922-9358-6C0F70F0457F},
9709,18155,-118.1318792,43.97235479,18137,20100701,OR00036,OWRD,OR00036,DigDerive,200,20090000,Dam,Scott Dam,,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{E2BE7AB4-41DA-4EB7-B68A-0F266AE81E13},17050116001209,13.909,2015-07-10T13:00:11.000,2012-07-20T00:00:00.000,2,Jerry Creek,,,,same,DamPermanent,other,18,,772,,,1911,,,,same,William Butler,,,,Private,,same,Unknown,,,same,,,,,,,,,,1181400439772,1.418,,,{B0D81336-D43B-4386-A418-733BBBB5C7E1},
9710,18156,-117.1041457,45.31551418,18138,20100701,OR00038,OWRD,OR00038,DigDerive,200,20090000,Dam,Kinney Lake,,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{01C22BF8-33AD-4D83-8EC1-A3AA46F86AE1},17060105000914,78.504,2015-07-10T13:00:11.000,2012-02-22T00:00:00.000,2,Mountain Sheep Ditch,,,,same,DamPermanent,other,22,,594,,,1913,,,,same,Wallowa Valley Improvement District #1,,,,PubSpDistrict,,same,Unknown,,,same,,,,,,,,,,1171036453157,0.034,,,{DA15E158-A074-47F3-9155-4565EE59B15A},
9711,18157,-117.3979797,44.87533187,18139,20100701,OR00040,OWRD,OR00040,DigDerive,200,20090000,Dam,Saw Mill Gulch Reservoir,,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{38286D6A-7A1E-49E4-83F5-9AB002AAC710},17050203001145,99.857,2015-07-10T13:00:11.000,2013-08-01T10:13:45.000,2,Spring Creek,,,,same,DamPermanent,other,30,,300,,,1916,,,,same,Jacquelyn Smith,,,,Private,,same,Unknown,,,same,,,,,,,,,,1174359448313,7.411,,,{3237B428-81F3-4C8F-8533-10E69A994870},
9712,18158,-121.3415129,42.07166365,18140,20190927,OR00042,USBLM-OR-Lakeview,OR00042,DigDerive,200,20090000,Dam,McCoy Reservoir,,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{5BFAF9BB-6052-496F-A598-47332456DAFC},18010204002624,0.119,2019-09-27T13:41:59.000,2012-02-20T00:00:00.000,2,Mills Creek,,,,same,DamPermanent,other,15,,300,,,1915,,,,same,U.S. Bureau of Land Management,,,,Private,,same,Unknown,,,same,,,,,,,,,,1213235420472,0.803,,,{6E51CB2B-D78E-40B8-81EB-B8FBEB797992},
9713,18159,-121.3360672,42.05498886,18141,20100701,OR00043,OWRD,OR00043,DigDerive,200,20090000,Dam,Simms Reservoir,,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{7C0B7054-AA7A-4BD1-A21D-3A680C052982},18010204005587,99.767,2015-07-10T13:00:11.000,2013-11-20T11:55:45.000,2,Mills Creek,,,,same,DamPermanent,other,15,,680,,,1915,,,,same,E.S. and Diana Stastny,,,,Private,,same,Unknown,,,same,,,,,,,,,,1213500420165,6.155,,,{60FEFB6E-0FD3-4888-AB17-B3ABA629F6C9},
9714,18160,-117.0190201,44.82057189,18142,20100701,OR00047,OWRD,OR00047,DigDerive,200,20090000,Dam,"Crow, F. M. Reservoir",,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{B144345D-DF1F-4C2D-BF58-52C4D3D69CBA},17050201001578,99.248,2015-07-10T13:00:11.000,2012-02-19T00:00:00.000,2,Deer Gulch,,,,same,DamPermanent,other,15,,357,,,1916,,,,same,Lelia B. Culbertson,,,,Private,,same,Unknown,,,same,,,,,,,,,,1170231448292,1.141,,,{B660DC61-95E6-4FB9-9985-12AEB4F89F05},
9715,18161,-117.7431793,43.4307785,18143,20100701,OR00048,OWRD,OR00048,DigDerive,200,20090000,Dam,Butte,,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{0D895F33-71E9-40C4-97C8-733BF0C377E9},17050110003007,14.427,2015-07-10T13:00:11.000,2012-07-20T00:00:00.000,2,Butte Creek,,,,same,DamPermanent,other,14,,1077,,,1918,,,,same,Robert Bungard,,,,Private,,same,Unknown,,,same,,,,,,,,,,1177254435025,9.792,,,{85B3C2C9-BA0E-4839-B19F-90BB67A6B33A},
9716,18162,-120.6167943,42.1213772,18144,20100701,OR00049,OWRD,OR00049,DigDerive,200,20090000,Dam,Drews Reservoir,,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{E09B3383-85CB-4B9A-84E8-9940C665424F},18020001001938,69.14,2015-07-10T13:00:11.000,2012-02-21T00:00:00.000,2,Drews Creek,,,,same,DamPermanent,other,60,,600,,,1914,,,,same,William Wales,,,,Private,,same,Unknown,,,same,,,,,,,,,,1204090420448,26.435,,,{CC94C55F-2A67-4D76-961A-8FC5A0E80A65},
9717,18163,-118.3947248,45.77726642,18145,20100701,OR00050,OWRD,OR00050,DigDerive,200,20090000,Dam,Poplar Spring Reservoir,,no,Partial,20080814,OtherPartialAssess,Unknown,,Approximate location of dam structure,{6A122F4D-B325-4EF3-9894-5DE8432FD995},17070102000048,46.746,2015-07-10T13:00:11.000,2012-02-22T00:00:00.000,2,Pine Creek,,,,same,DamPermanent,other,47,,282,,,1916,,,,same,City of Weston,,,,City,,same,Unknown,,,ODFW,,,,,,,,,,1186528460280,44.195,,,{7887AAAF-53A9-4D88-A205-A66012B420BD},
9718,18164,-117.0903015,42.71940994,18146,20100701,OR00051,OWRD,OR00051,DigDerive,200,20090000,Dam,Arritola Reservoir,,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{D044A40A-6AD5-41BD-A7FB-77FFA4365C8A},17050107001432,99.734,2015-07-10T13:00:11.000,2012-02-21T00:00:00.000,2,Arritola Ditch,,,,same,DamPermanent,other,18,,430,,,1916,,,,same,Department of State Lands,,,,State,,same,Unknown,,,same,,,,,,,,,,1171037427212,1.729,,,{C0E4C3CD-9BE2-4F00-A301-7666E83A979D},
9719,18165,-117.7558516,43.36664203,18147,20100701,OR00052,OWRD,OR00052,DigDerive,200,20090000,Dam,Corliss,,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{ACED2AAB-00DA-4004-8DDF-79DF7754ADFD},17050110001933,16.36,2015-07-10T13:00:11.000,2012-07-20T00:00:00.000,2,Unnamed trib to Butte Creek,,,,same,DamPermanent,other,10,,1155,,,1919,,,,same,Robert Bungard,,,,Private,,same,Unknown,,,same,,,,,,,,,,1177550433621,0.643,,,{CEB68F79-16EA-41DE-9E71-E39A4CA4A2C6},
9720,18166,-117.8166122,42.70613098,18148,20100701,OR00053,OWRD,OR00053,DigDerive,200,20090000,Dam,Anderson-Lower (Malheur),,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{0E36BBF6-F4C0-4045-8DB5-EE223F2F27EB},17050109001161,0.153,2015-07-10T13:00:11.000,2012-07-20T00:00:00.000,2,Crooked Creek,,,,same,DamPermanent,other,34,,203,,,1917,,,,same,Pendola LaFinca,,,,Private,,same,Unknown,,,same,,,,,,,,,,1176974428823,34.857,,,{4A020B0C-B99B-4417-92CB-278EBB7F97B9},
9721,18167,-118.0178788,43.46542863,18149,20100701,OR00054,OWRD,OR00054,DigDerive,200,20090000,Dam,Beers' Reservoir,,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{BB8BB5C4-BE6B-4E6B-B9F5-6359FA6774BD},17050116007553,100,2015-07-10T13:00:11.000,2012-07-20T00:00:00.000,2,Unnamed trib to Granite Creek,,,,same,DamPermanent,other,11,,2100,,,1914,,,,same,Scott Williams,,,,Private,,same,Unknown,,,same,,,,,,,,,,1180130434888,1.193,,,{1F5F64E9-6C97-433C-A01C-E4E81E7F7205},
9722,18169,-124.192296,43.34807724,18151,20100701,OR00056,OWRD,OR00056,DigDerive,200,20090000,Dam,C.A. Smith Reservoir,,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{772BA0E6-0DB0-4233-BFC0-8A20CA5A4147},17100304001513,96.087,2015-07-10T13:00:11.000,2012-07-21T00:00:00.000,2,Archer Gulch,,,,same,DamPermanent,other,10,,1220,,,1916,,,,same,Georgia Pacific,,,,Private,,same,Unknown,,,same,,,,,,,,,,1241924433516,0.445,,,{EB59AE4F-ACF9-4245-82A0-AE714EA9A68B},
9723,18170,-118.1055603,44.35334014,18152,20100701,OR00060,OWRD,OR00060,DigDerive,200,20090000,Dam,Murray Reservoir,,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{DCCFC831-DB03-4EEF-BE5D-7D139B376203},17050202001022,61.597,2015-07-10T13:00:11.000,2012-02-21T00:00:00.000,2,Unnamed trib to East Camp Creek,,,,same,DamPermanent,other,21,,220,,,1927,,,,same,Fred Thomas,,,,Private,,same,Unknown,,,same,,,,,,,,,,1181060443540,0.047,,,{56782DB0-B8D4-402F-8A05-24488B0E3FBE},
9724,18171,-118.4723892,43.74061965,18153,20100701,OR00064,OWRD,OR00064,DigDerive,200,20090000,Dam,Beede South,,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{31F42EAB-B1FC-446A-8EBD-53868A353469},17050116003457,99.485,2015-07-10T13:00:11.000,2012-07-20T00:00:00.000,2,Unnamed,,,,same,DamPermanent,other,22,,950,,,1916,,,,same,Glen Fitz,,,,Private,,same,Unknown,,,same,,,,,,,,,,1184696437376,0.497,,,{B99CCB9D-81A6-4AE1-8DE2-375B63DDA640},
9725,18172,-118.4716084,43.74708301,18154,20190927,OR00065,USBLM-OR-Burns,OR00065,DigDerive,200,20090000,Dam,Beede North,,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{12FB66F5-D67F-4E82-9E3E-63DA9FEBA2BC},17050116002095,100,2019-09-27T13:41:59.000,2012-07-20T00:00:00.000,2,Unnamed,,,,same,DamPermanent,other,12,,378,,,1916,,,,same,U.S. Bureau of Land Management,,,,Private,,same,Unknown,,,same,,,,,,,,,,1184607437497,2.162,,,{DC6865DF-7417-44E3-9EAE-519AB6F41CD3},
9726,18173,-119.7391891,43.94226837,18155,20100701,OR00066,OWRD,OR00066,DigDerive,200,20090000,Dam,Williams-Sherman Reservoir,,no,Blocked,20060221,OtherPartialAssess,None,,Approximate location of dam structure,{93899B69-366B-4911-A147-ADCE704CEFD5},17070303000128,98.729,2015-07-10T13:00:11.000,2012-02-22T00:00:00.000,2,Twelvemile Creek,,,,same,DamPermanent,other,25,,600,,,1919,,,,same,GL Ranch Corporation,,,,Private,,same,,,,ODFW,,,,,,,,,,1200456439316,28.498,,,{FDEA1F97-638C-4EEC-B32E-7A8628C6E987},
9727,18174,-117.352641,45.18537855,18156,20100701,OR00067,OWRD,OR00067,DigDerive,200,20090000,Dam,Minam Lake Reservoir,,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{6B6C831F-3AA0-4E6B-8313-1C2B743C497D},17060105000183,99.537,2015-07-10T13:00:11.000,2012-02-22T00:00:00.000,2,Minam & Lostine River headwaters,,,,same,DamPermanent,other,14,,280,,,1922,,,,same,Minam Lake Reservoir Company,,,,Private,,same,Unknown,,,same,,,,,,,,,,1174900455521,50.604,,,{AEE1E14A-5483-49F6-AA41-366C3A4357FB},
9728,18175,-117.5561159,42.75234774,18157,20120417,OR00068,OWRD,OR00068,DigDerive,200,20090000,Dam,Fred Scott Reservoir,,no,Unknown,0,NA,None,,Approximate location of dam structure,{18553340-2B20-4B95-A966-AEDF56CCC873},17050109001149,1.035,2019-09-30T13:40:17.000,2012-07-20T00:00:00.000,2,Indian Ford Creek,,,,same,DamPermanent,other,24,,130,,,1921,,,,same,Ralph Eason,,,,Private,,same,Unknown,,,same,,,,,,,,,,1176188427203,8.545,,,{4E7C486A-151D-44FD-99CF-99824F82D4AD},Group 15
9729,18176,-119.1288193,43.15333345,18158,20190927,OR00069,USBLM-OR-Burns,OR00069,DigDerive,200,20090000,Dam,Weed Lake Reservoir,,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{E76C160F-FA2E-4477-B579-3E5851937436},17120001000544,98.404,2019-09-27T13:41:59.000,2012-02-26T00:00:00.000,2,Unnamed trib to Weed Lake,,,,same,DamPermanent,other,10,,2700,,,1927,,,,same,U.S. Bureau of Land Management,,,,Private,,same,Unknown,,,same,,,,,,,,,,1191305431488,0.01,,,{4183AB0B-5773-4E42-BFC0-CB38925B99D0},
9730,18177,-124.2413492,43.37984083,18159,20141120,OR00070,OWRD,OR00070,DigDerive,50,20090000,Dam,Pony Creek - Lower,,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{67247EA8-CE4B-4A87-9B84-F1BAF7CA124B},17100304000424,92.754,2015-07-10T12:59:24.000,2012-02-25T00:00:00.000,2,Pony Creek,,,,same,DamPermanent,other,32,,300,,,1988,,,,same,Coos Bay - North Bend Water Board,,,,PubUtility,,same,Unknown,,,same,,,,,,,,,,1242319434076,3.586,,,{07048EDB-D45F-425C-91B1-DD3B97CD3DA2},
9731,18178,-118.3875061,42.1023113,18160,20100701,OR00071,OWRD,OR00071,DigDerive,200,20090000,Dam,Oriana Reservoir,,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{A32D607C-55E2-4F04-9D11-600025D866BC},17120009003023,99.44,2015-07-10T12:59:24.000,2012-02-27T00:00:00.000,2,Oriama & Red Mountain Creeks,,,,same,DamPermanent,other,16,,66,,,1931,,,,same,Winn Henricks,,,,Private,,same,Unknown,,,same,,,,,,,,,,1185169420977,11.965,,,{306B02FB-F353-4FDA-9895-22B15D859A23},
9732,18179,-120.7278233,44.29842839,18161,20100701,OR00098,OWRD,OR00098,DigDerive,200,20090000,Dam,Ochoco Reservoir,,no,Blocked,20081104,OtherPartialAssess,Unknown,,Approximate location of dam structure,{31521268-553D-41F1-A1C0-1E1BA448DAB3},17070305004588,52.637,2019-09-30T13:40:17.000,2012-02-22T00:00:00.000,2,Ochoco Creek,,,,same,DamPermanent,other,130,,960,,,1920,,,,same,U.S. Bureau of Reclamation,,,,Federal,,same,Unknown,,,ODFW,,,,,,,,,,1208917443218,16.7,,,{D417829F-6A0A-4267-A990-64CADA72D3B7},Group 4
9733,18180,-121.671841,42.14244997,18162,20100701,OR00586,OWRD,OR00586,DigDerive,200,20090000,Dam,Lost River Diversion,,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{4BA4D8BB-0FB7-4E55-8BBE-E125970569EE},18010204003676,99.052,2015-07-10T12:59:24.000,2012-02-20T00:00:00.000,2,Lost River,,,,same,DamPermanent,other,41,,675,,,1912,,,,same,U.S. Bureau of Reclamation,,,,Federal,,same,Unknown,,,same,,,,,,,,,,1212146420011,32.693,,,{931CDD29-7ED6-4B1E-81FF-6AA686D710D4},
9734,18181,-119.3250617,45.88233161,18163,20100701,OR00588,OWRD,OR00588,DigDerive,200,20090000,Dam,Threemile Falls Diversion Dam,,no,Partial,20060602,OtherPartialAssess,FuncOkay,unknown,Approximate location of dam structure,{F6EECDCE-8C12-4F53-A45B-0DC29ECEF093},17070103004295,98.211,2015-07-10T12:59:24.000,2012-02-22T00:00:00.000,2,Umatilla River,,,,same,DamPermanent,other,28,,915,,,1914,,,,same,U.S. Bureau of Reclamation,,,,Federal,,same,Pool,PoolAndWeir,,ODFW,,,,,,,,,,1193384459144,6.117,,,{7CE133BD-7BEE-42E2-B22F-29B11A747F0C},
9735,18182,-119.5904883,44.47419984,18164,20190927,OR00866,USBLM-OR-Prineville,OR00866,DigDerive,200,20090000,Dam,Nash Diversion Dam,,no,UnkAnad,0,NA,Unknown,,Approximate location of dam structure,{40F14947-1DF2-4750-8F90-3DC7C185DB0C},17070201000555,91.575,2019-09-27T13:41:59.000,2012-02-22T00:00:00.000,2,Battle Creek,,,,same,DamPermanent,other,2,,12,,,,,,,same,U.S. Bureau of Land Management,,,,Private,,same,Unknown,,,same,,,,,,,,,,1195789444922,2.6,,,{140C26C0-F0E6-413F-B395-985579C2349B},
9736,18183,-123.3204473,45.46558579,18165,20100701,OR03947,OWRD,OR03947,DigDerive,200,20090000,Dam,Hillsboro Reservoir (Hillsboro West Dam),,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{8853ADC8-0ADA-4610-8C30-23AE8176C208},17090010001609,1.747,2015-07-10T13:00:11.000,2012-02-23T00:00:00.000,2,,,,,same,DamPermanent,other,24,,3000,,,1984,,,,same,"City Utilities Comission - Hillsboro, Oregon",,,,City,,same,Unknown,,,same,,,,,,,,,,1233192454656,0.014,,,{6629857D-E3AF-4E1F-839C-03586743D112},
9737,18184,-123.06987,44.79,18166,20100701,OR00971,OWRD,OR00971,DigDerive,200,20090000,Dam,Findlay Reservoir,,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{E82A4FC0-9B95-4671-87C8-0125C0E5E3EE},17090007004765,73.972,2015-07-10T13:00:11.000,2012-02-24T00:00:00.000,2,,,,,same,DamPermanent,other,10,,,,,,,,,same,U.S. Fish and Wildlife Service,,,<Null>,Federal,,same,Unknown,,,same,,,,,,,,,,1230762447869,0.656,,,{9F53A59C-B10F-46CB-9672-9BC4F21222C0},
9738,18185,-122.8477472,45.10360833,18167,20100701,OR03967,OWRD,OR03967,DigDerive,200,20090000,Dam,Eder Reservoir,,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{4025204E-9019-413E-BDC2-4423F5FF6B8C},17090009010549,22.466,2015-07-10T13:00:11.000,2012-02-23T00:00:00.000,2,,,,,same,DamPermanent,other,13,,,,,,,,,same,Eder Family LTD Partnership,,,,Private,,same,Unknown,,,same,,,,,,,,,,1228375450991,1.157,,,{075930D0-0E2D-46A0-BBFB-B2A93FFD3B16},
9739,18186,-120.0476547,44.97549092,18168,20120405,OR02101,OWRD,OR02101,DigDerive,200,20090000,Dam,Kinzua,,no,Blocked,20080513,OtherPartialAssess,NoneConflict,,Approximate location of dam structure,{1BC78944-16A0-45C3-8FF3-9E8399A4ECFE},17070204001579,14.786,2019-09-30T13:40:17.000,2012-02-22T00:00:00.000,2,Searcy Creek,,,,same,DamPermanent,other,27,,,,,,,,,same,Three Valleys Ranch,,,,Federal,,same,,,,ODFW,,,,,,,,,Old mill pond no fish passage,1200525449832,1.466,,,{FCEEBDC5-D379-4D6A-8496-C23B5B816BF3},Group 5
